# Date:     2019-03-06 15:23:46
# Database: cvs
# Target:   lmc_cepheids
# Query:    I>=8 and I<=30 
# Objects:  3344
# Columns:
# ID	Field	StarID	I	V	P_1	dP_1	A_1
 1514	 103.6	24743	15.442	16.166	3.0459183	0.0000011	0.487
 1515	 103.5	91968	15.051	15.821	3.2864900	0.0000016	0.397
 1516	 100.8	111795	18.116	19.000	0.4075580	0.0000013	0.058
 1517	 103.5	30219	14.833	15.612	4.8132991	0.0000032	0.407
 1518	 101.5	14389	14.870	15.561	2.8280658	0.0000192	0.188
 1519	 106.7	13228	15.355	16.011	1.8999785	0.0000058	0.217
 1520	 100.7	105725	15.712	16.005	3.5657116	0.0000031	0.693
 1521	 103.6	78773	14.680	15.353	3.2147769	0.0000097	0.184
 1522	 103.5	30231	14.491	15.136	3.3950599	0.0000074	0.116
 1523	 105.7	9881	16.271	16.883	1.5715991	0.0000009	0.558
 1524	 105.5	36840	14.670	15.402	5.1749792	0.0000099	0.544
 1525	 100.7	105868	15.800	16.497	2.4850765	0.0000015	0.370
 1526	 100.8	110193	14.286	15.084	6.7348126	0.0000050	0.468
 1527	 100.5	94984	15.830	16.484	1.4923973	0.0000052	0.136
 1528	 103.5	30242	15.262	16.035	3.7905721	0.0000026	0.390
 1529	 103.7	19848	14.397	15.161	6.4364524	0.0000207	0.320
 1530	 103.6	24765	15.542	16.291	2.8318347	0.0000012	0.488
 1531	 106.6	13481	14.557	15.464	7.2391398	0.0000681	0.176
 1532	 103.6	78924	15.797	16.477	2.2056640	0.0000007	0.537
 1533	 103.6	24656	14.799	15.427	2.7616841	0.0000031	0.256
 1534	 103.7	19978	15.544	16.288	1.9310123	0.0000045	0.177
 1535	 103.7	64423	15.928	16.574	1.2509786	0.0000042	0.139
 1536	 103.5	92019	15.503	16.146	1.6112568	0.0000068	0.054
 1537	 103.6	78795	14.874	15.503	2.6932881	0.0000031	0.172
 1538	 102.8	19130	13.507	14.227	10.9182428	0.0000489	0.460
 1539	 100.7	52521	13.538	14.468	13.5128434	0.0000237	0.464
 1540	 101.7	31560	17.065	17.661	0.5867832	0.0000008	0.217
 1541	 100.7	122571	15.011	15.614	2.4125533	0.0000024	0.240
 1542	 100.5	49201	17.536	18.057	0.4099929	0.0000002	0.281
 1543	 100.8	129217	14.972	15.787	4.3781838	0.0000071	0.178
 1544	 103.5	107676	15.580	16.469	3.4819453	0.0000018	0.403
 1545	 103.6	38812	15.585	16.362	2.9803149	0.0000019	0.381
 1546	 101.7	69392	15.880	16.531	1.5305309	0.0000146	0.144
 1547	 103.7	31097	15.921	16.586	1.4268817	0.0000036	0.172
 1548	 103.5	107595	15.204	15.881	2.3425680	0.0000026	0.230
 1549	 103.5	107690	15.554	16.053	1.4226693	0.0000014	0.177
 1550	 103.5	107701	15.364	16.108	3.2677563	0.0000018	0.345
 1551	 103.5	47345	15.977	16.536	0.9308301	0.0000014	0.059
 1552	 100.8	129448	15.518	16.446	3.7655603	0.0000024	0.421
 1553	 103.5	47239	14.508	15.356	6.4571732	0.0000054	0.484
 1554	 100.6	50955	16.916	17.512	0.6212463	0.0000003	0.243
 1555	 101.8	38363	16.465	17.164	1.0380984	0.0000009	0.200
 1556	 104.7	54944	15.286	16.029	3.4188328	0.0000075	0.366
 1557	 100.6	119444	15.214	15.919	2.1765131	0.0000022	0.202
 1558	 100.7	52617	15.303	15.956	2.9604722	0.0000010	0.484
 1559	 100.7	122610	15.141	15.819	3.6469543	0.0000019	0.452
 1560	 103.5	47249	14.855	15.559	4.2054725	0.0000023	0.467
 1561	 100.8	129502	15.813	16.546	1.5299801	0.0000012	0.264
 1562	 101.8	86082	16.289	16.768	0.8495137	0.0000008	0.341
 1563	 100.8	129528	16.036	16.784	1.9840059	0.0000010	0.388
 1564	 100.5	48338	15.362	16.093	2.0629824	0.0000025	0.152
 1565	 103.5	107621	15.164	15.886	3.7242009	0.0000019	0.431
 1566	 100.7	122623	15.202	15.963	3.7879360	0.0000024	0.406
 1567	 100.6	119600	15.864	16.732	2.9388408	0.0000028	0.331
 1568	 100.6	50696	15.622	16.381	2.6496919	0.0000025	0.255
 1569	 100.6	50541	15.215	15.777	1.9317336	0.0000012	0.268
 1570	 100.7	52808	15.650	16.389	2.7281386	0.0000027	0.297
 1571	 104.5	27415	15.592	16.282	1.5241433	0.0000670	0.067
 1572	 103.5	47268	14.419	15.083	5.5074028	0.0000049	0.533
 1573	 100.2	48	15.164	15.874	3.4974308	0.0000021	0.486
 1574	 103.3	20	15.293	15.984	2.0088461	0.0000033	0.145
